match_id,season,team1,team2,runs
1216497,2020/21,Kolkata Knight Riders,Delhi Capitals,329
1178412,2019,Kings XI Punjab,Delhi Capitals,329
1216511,2020/21,Mumbai Indians,Rajasthan Royals,329
1370350,2023,Chennai Super Kings,Gujarat Titans,329
548331,2012,Kings XI Punjab,Royal Challengers Bangalore,329
1304056,2022,Gujarat Titans,Delhi Capitals,328
1216529,2020/21,Delhi Capitals,Mumbai Indians,328
980965,2016,Delhi Daredevils,Rising Pune Supergiants,328
1216492,2020/21,Mumbai Indians,Chennai Super Kings,328
392236,2009,Royal Challengers Bangalore,Deccan Chargers,328
1082629,2017,Rising Pune Supergiant,Gujarat Lions,328
1426300,2024,Royal Challengers Bengaluru,Delhi Capitals,327
980911,2016,Gujarat Lions,Rising Pune Supergiants,327
548334,2012,Mumbai Indians,Kings XI Punjab,327
1181766,2019,Sunrisers Hyderabad,Delhi Capitals,327
419152,2009/10,Mumbai Indians,Delhi Daredevils,327
419132,2009/10,Mumbai Indians,Kings XI Punjab,327
419127,2009/10,Kings XI Punjab,Kolkata Knight Riders,327
336040,2007/08,Chennai Super Kings,Rajasthan Royals,327
1136596,2018,Delhi Daredevils,Sunrisers Hyderabad,327
1304066,2022,Rajasthan Royals,Lucknow Super Giants,327
1082628,2017,Mumbai Indians,Royal Challengers Bangalore,327
501270,2011,Royal Challengers Bangalore,Mumbai Indians,327
1359483,2023,Kolkata Knight Riders,Royal Challengers Bangalore,327
1082594,2017,Kings XI Punjab,Rising Pune Supergiant,327
1082604,2017,Kolkata Knight Riders,Sunrisers Hyderabad,327
392228,2009,Deccan Chargers,Kolkata Knight Riders,326
1304058,2022,Lucknow Super Giants,Sunrisers Hyderabad,326
729315,2014,Kolkata Knight Riders,Rajasthan Royals,326
598024,2013,Delhi Daredevils,Mumbai Indians,326
1216523,2020/21,Kolkata Knight Riders,Kings XI Punjab,326
598001,2013,Delhi Daredevils,Rajasthan Royals,325
598011,2013,Mumbai Indians,Pune Warriors,325
1304101,2022,Chennai Super Kings,Delhi Capitals,325
1359481,2023,Delhi Capitals,Gujarat Titans,325
1082605,2017,Delhi Daredevils,Kings XI Punjab,325
419157,2009/10,Royal Challengers Bangalore,Mumbai Indians,325
1359494,2023,Royal Challengers Bangalore,Delhi Capitals,325
981017,2016,Gujarat Lions,Sunrisers Hyderabad,325
501244,2011,Royal Challengers Bangalore,Kings XI Punjab,325
548377,2012,Rajasthan Royals,Mumbai Indians,325
1426287,2024,Chennai Super Kings,Punjab Kings,325
501246,2011,Mumbai Indians,Delhi Daredevils,324
1254083,2021,Punjab Kings,Royal Challengers Bangalore,324
1216501,2020/21,Kolkata Knight Riders,Chennai Super Kings,324
1359501,2023,Royal Challengers Bangalore,Punjab Kings,324
392192,2009,Deccan Chargers,Mumbai Indians,324
1426266,2024,Lucknow Super Giants,Kolkata Knight Riders,323
1304060,2022,Mumbai Indians,Kolkata Knight Riders,323
501200,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,323
980905,2016,Kings XI Punjab,Gujarat Lions,323
598048,2013,Royal Challengers Bangalore,Sunrisers Hyderabad,323
1136575,2018,Rajasthan Royals,Kolkata Knight Riders,323
1082625,2017,Gujarat Lions,Mumbai Indians,323
419133,2009/10,Chennai Super Kings,Royal Challengers Bangalore,323
1426309,2024,Sunrisers Hyderabad,Kolkata Knight Riders,323
1178404,2019,Kolkata Knight Riders,Chennai Super Kings,323
1178411,2019,Mumbai Indians,Rajasthan Royals,323
980975,2016,Kolkata Knight Riders,Gujarat Lions,322
1254090,2021,Royal Challengers Bangalore,Punjab Kings,322
1216500,2020/21,Delhi Capitals,Rajasthan Royals,322
1175369,2019,Royal Challengers Bangalore,Rajasthan Royals,322
980939,2016,Rising Pune Supergiants,Kolkata Knight Riders,322
419148,2009/10,Royal Challengers Bangalore,Kolkata Knight Riders,322
1216530,2020/21,Kolkata Knight Riders,Rajasthan Royals,322
1216516,2020/21,Sunrisers Hyderabad,Chennai Super Kings,321
1178420,2019,Sunrisers Hyderabad,Rajasthan Royals,321
1178414,2019,Royal Challengers Bangalore,Chennai Super Kings,321
1216507,2020/21,Sunrisers Hyderabad,Rajasthan Royals,321
598029,2013,Kolkata Knight Riders,Mumbai Indians,321
733985,2014,Delhi Daredevils,Kolkata Knight Riders,321
734037,2014,Kolkata Knight Riders,Sunrisers Hyderabad,321
734021,2014,Sunrisers Hyderabad,Royal Challengers Bangalore,321
548350,2012,Royal Challengers Bangalore,Kings XI Punjab,321
1082622,2017,Kolkata Knight Riders,Delhi Daredevils,321
829775,2015,Kings XI Punjab,Mumbai Indians,321
501227,2011,Delhi Daredevils,Royal Challengers Bangalore,321
1304104,2022,Rajasthan Royals,Delhi Capitals,321
980963,2016,Kolkata Knight Riders,Kings XI Punjab,321
980957,2016,Rising Pune Supergiants,Mumbai Indians,320
1359495,2023,Lucknow Super Giants,Punjab Kings,320
829793,2015,Delhi Daredevils,Sunrisers Hyderabad,320
501221,2011,Mumbai Indians,Chennai Super Kings,320
501216,2011,Delhi Daredevils,Deccan Chargers,320
981009,2016,Kolkata Knight Riders,Sunrisers Hyderabad,320
1178413,2019,Kolkata Knight Riders,Sunrisers Hyderabad,320
335995,2007/08,Kings XI Punjab,Delhi Daredevils,320
1136591,2018,Royal Challengers Bangalore,Mumbai Indians,320
1082639,2017,Kings XI Punjab,Kolkata Knight Riders,320
981003,2016,Delhi Daredevils,Sunrisers Hyderabad,319
1304050,2022,Lucknow Super Giants,Gujarat Titans,319
501209,2011,Rajasthan Royals,Kolkata Knight Riders,319
1304090,2022,Rajasthan Royals,Mumbai Indians,319
1216493,2020/21,Delhi Capitals,Kings XI Punjab,319
1254058,2021,Mumbai Indians,Royal Challengers Bangalore,319
548321,2012,Delhi Daredevils,Deccan Chargers,319
598030,2013,Chennai Super Kings,Sunrisers Hyderabad,319
1304115,2022,Delhi Capitals,Mumbai Indians,319
1312199,2022,Royal Challengers Bangalore,Rajasthan Royals,318
501239,2011,Deccan Chargers,Kolkata Knight Riders,318
980933,2016,Delhi Daredevils,Mumbai Indians,318
1136601,2018,Mumbai Indians,Kolkata Knight Riders,318
598063,2013,Mumbai Indians,Rajasthan Royals,318
1175368,2019,Kings XI Punjab,Delhi Capitals,318
548368,2012,Kolkata Knight Riders,Chennai Super Kings,318
734001,2014,Sunrisers Hyderabad,Mumbai Indians,317
1136578,2018,Kolkata Knight Riders,Kings XI Punjab,317
1082636,2017,Royal Challengers Bangalore,Kolkata Knight Riders,317
501208,2011,Deccan Chargers,Royal Challengers Bangalore,317
1304116,2022,Sunrisers Hyderabad,Punjab Kings,317
1304100,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,317
501203,2011,Kolkata Knight Riders,Deccan Chargers,317
1082600,2017,Mumbai Indians,Sunrisers Hyderabad,317
1082618,2017,Mumbai Indians,Rising Pune Supergiant,317
829789,2015,Chennai Super Kings,Mumbai Indians,317
981013,2016,Gujarat Lions,Royal Challengers Bangalore,317
733995,2014,Mumbai Indians,Chennai Super Kings,317
419141,2009/10,Deccan Chargers,Rajasthan Royals,316
1216534,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,316
598066,2013,Kings XI Punjab,Mumbai Indians,316
1359486,2023,Mumbai Indians,Chennai Super Kings,316
336015,2007/08,Rajasthan Royals,Delhi Daredevils,315
734025,2014,Kings XI Punjab,Mumbai Indians,315
548359,2012,Deccan Chargers,Kings XI Punjab,315
1216510,2020/21,Kings XI Punjab,Royal Challengers Bangalore,315
548330,2012,Chennai Super Kings,Pune Warriors,315
1426311,2024,Sunrisers Hyderabad,Rajasthan Royals,314
419165,2009/10,Chennai Super Kings,Mumbai Indians,314
1254096,2021,Mumbai Indians,Kolkata Knight Riders,314
501264,2011,Kings XI Punjab,Deccan Chargers,314
336018,2007/08,Mumbai Indians,Chennai Super Kings,314
1426289,2024,Kolkata Knight Riders,Mumbai Indians,314
419131,2009/10,Delhi Daredevils,Kolkata Knight Riders,314
734035,2014,Royal Challengers Bangalore,Chennai Super Kings,314
729295,2014,Kings XI Punjab,Sunrisers Hyderabad,314
829785,2015,Royal Challengers Bangalore,Kings XI Punjab,314
1216528,2020/21,Chennai Super Kings,Sunrisers Hyderabad,314
829733,2015,Kings XI Punjab,Kolkata Knight Riders,314
1136568,2018,Kings XI Punjab,Royal Challengers Bangalore,314
1254113,2021,Royal Challengers Bangalore,Chennai Super Kings,313
829735,2015,Rajasthan Royals,Chennai Super Kings,313
1237181,2020/21,Delhi Capitals,Mumbai Indians,313
598035,2013,Delhi Daredevils,Pune Warriors,313
1136618,2018,Kolkata Knight Riders,Rajasthan Royals,313
733977,2014,Royal Challengers Bangalore,Sunrisers Hyderabad,313
1082599,2017,Rising Pune Supergiant,Delhi Daredevils,313
1082609,2017,Sunrisers Hyderabad,Kings XI Punjab,313
1082631,2017,Kolkata Knight Riders,Rising Pune Supergiant,313
1254076,2021,Chennai Super Kings,Royal Challengers Bangalore,313
336026,2007/08,Royal Challengers Bangalore,Delhi Daredevils,312
1216514,2020/21,Rajasthan Royals,Royal Challengers Bangalore,312
548311,2012,Deccan Chargers,Chennai Super Kings,312
419146,2009/10,Kings XI Punjab,Mumbai Indians,312
598013,2013,Kolkata Knight Riders,Sunrisers Hyderabad,312
598008,2013,Royal Challengers Bangalore,Kolkata Knight Riders,312
1082643,2017,Gujarat Lions,Sunrisers Hyderabad,312
1136616,2018,Kings XI Punjab,Chennai Super Kings,312
1082646,2017,Delhi Daredevils,Royal Challengers Bangalore,312
419150,2009/10,Rajasthan Royals,Mumbai Indians,311
419106,2009/10,Deccan Chargers,Kolkata Knight Riders,311
392181,2009,Chennai Super Kings,Mumbai Indians,311
501236,2011,Chennai Super Kings,Deccan Chargers,311
1304079,2022,Mumbai Indians,Chennai Super Kings,311
501257,2011,Kings XI Punjab,Delhi Daredevils,311
392211,2009,Delhi Daredevils,Kolkata Knight Riders,311
548322,2012,Pune Warriors,Chennai Super Kings,311
548362,2012,Pune Warriors,Royal Challengers Bangalore,311
1216504,2020/21,Kolkata Knight Riders,Rajasthan Royals,311
419122,2009/10,Mumbai Indians,Kolkata Knight Riders,311
548354,2012,Kings XI Punjab,Rajasthan Royals,311
548313,2012,Pune Warriors,Kings XI Punjab,310
734023,2014,Kolkata Knight Riders,Chennai Super Kings,310
598016,2013,Kings XI Punjab,Kolkata Knight Riders,310
1426285,2024,Delhi Capitals,Kolkata Knight Riders,310
419143,2009/10,Rajasthan Royals,Kings XI Punjab,310
1304093,2022,Rajasthan Royals,Kolkata Knight Riders,310
597999,2013,Royal Challengers Bangalore,Mumbai Indians,310
1254082,2021,Kolkata Knight Riders,Delhi Capitals,310
1216518,2020/21,Rajasthan Royals,Sunrisers Hyderabad,310
548352,2012,Chennai Super Kings,Deccan Chargers,310
336034,2007/08,Royal Challengers Bangalore,Deccan Chargers,309
1216543,2020/21,Delhi Capitals,Rajasthan Royals,309
598049,2013,Rajasthan Royals,Delhi Daredevils,309
335994,2007/08,Mumbai Indians,Deccan Chargers,309
1216532,2020/21,Sunrisers Hyderabad,Delhi Capitals,309
419134,2009/10,Delhi Daredevils,Rajasthan Royals,309
1304063,2022,Chennai Super Kings,Sunrisers Hyderabad,309
733975,2014,Delhi Daredevils,Rajasthan Royals,308
392206,2009,Chennai Super Kings,Delhi Daredevils,308
501224,2011,Deccan Chargers,Mumbai Indians,307
1359529,2023,Chennai Super Kings,Delhi Capitals,307
392207,2009,Kings XI Punjab,Kolkata Knight Riders,307
392237,2009,Delhi Daredevils,Deccan Chargers,307
1359492,2023,Punjab Kings,Gujarat Titans,307
548357,2012,Delhi Daredevils,Kolkata Knight Riders,307
1216506,2020/21,Kings XI Punjab,Chennai Super Kings,307
1136598,2018,Rajasthan Royals,Kings XI Punjab,307
598067,2013,Pune Warriors,Delhi Daredevils,306
1178400,2019,Rajasthan Royals,Chennai Super Kings,306
419119,2009/10,Mumbai Indians,Royal Challengers Bangalore,306
419123,2009/10,Royal Challengers Bangalore,Chennai Super Kings,306
419142,2009/10,Chennai Super Kings,Mumbai Indians,306
1304057,2022,Punjab Kings,Chennai Super Kings,306
548312,2012,Rajasthan Royals,Kolkata Knight Riders,306
1426291,2024,Chennai Super Kings,Punjab Kings,306
1216539,2020/21,Delhi Capitals,Chennai Super Kings,306
1216540,2020/21,Royal Challengers Bangalore,Kolkata Knight Riders,306
1216505,2020/21,Royal Challengers Bangalore,Delhi Capitals,306
548378,2012,Delhi Daredevils,Kolkata Knight Riders,306
980919,2016,Kings XI Punjab,Rising Pune Supergiants,305
548343,2012,Chennai Super Kings,Kings XI Punjab,305
829783,2015,Mumbai Indians,Delhi Daredevils,305
980981,2016,Royal Challengers Bangalore,Mumbai Indians,304
501198,2011,Chennai Super Kings,Kolkata Knight Riders,304
1304061,2022,Delhi Capitals,Lucknow Super Giants,304
335982,2007/08,Royal Challengers Bangalore,Kolkata Knight Riders,304
1082647,2017,Mumbai Indians,Rising Pune Supergiant,304
1304081,2022,Gujarat Titans,Kolkata Knight Riders,304
501204,2011,Rajasthan Royals,Delhi Daredevils,303
419130,2009/10,Deccan Chargers,Mumbai Indians,303
1359533,2023,Punjab Kings,Delhi Capitals,303
598062,2013,Chennai Super Kings,Delhi Daredevils,303
1175370,2019,Mumbai Indians,Chennai Super Kings,303
1304074,2022,Punjab Kings,Sunrisers Hyderabad,303
1304064,2022,Mumbai Indians,Royal Challengers Bangalore,303
548345,2012,Delhi Daredevils,Rajasthan Royals,303
1254103,2021,Rajasthan Royals,Royal Challengers Bangalore,302
419118,2009/10,Rajasthan Royals,Kolkata Knight Riders,302
829797,2015,Chennai Super Kings,Rajasthan Royals,302
981015,2016,Sunrisers Hyderabad,Kolkata Knight Riders,302
1178395,2019,Royal Challengers Bangalore,Delhi Capitals,301
1304114,2022,Chennai Super Kings,Rajasthan Royals,301
1178397,2019,Sunrisers Hyderabad,Kings XI Punjab,301
1216525,2020/21,Royal Challengers Bangalore,Chennai Super Kings,301
1304110,2022,Delhi Capitals,Punjab Kings,301
1136600,2018,Rajasthan Royals,Kings XI Punjab,301
1304083,2022,Lucknow Super Giants,Mumbai Indians,300
1359530,2023,Kolkata Knight Riders,Rajasthan Royals,300
1304107,2022,Kolkata Knight Riders,Sunrisers Hyderabad,300
1216495,2020/21,Mumbai Indians,Sunrisers Hyderabad,300
501207,2011,Pune Warriors,Kochi Tuskers Kerala,299
1216520,2020/21,Kolkata Knight Riders,Kings XI Punjab,299
1082595,2017,Royal Challengers Bangalore,Delhi Daredevils,299
829707,2015,Chennai Super Kings,Delhi Daredevils,299
733997,2014,Kings XI Punjab,Kolkata Knight Riders,299
419126,2009/10,Rajasthan Royals,Deccan Chargers,299
392208,2009,Royal Challengers Bangalore,Mumbai Indians,299
598031,2013,Kolkata Knight Riders,Kings XI Punjab,299
392194,2009,Royal Challengers Bangalore,Delhi Daredevils,299
980961,2016,Gujarat Lions,Delhi Daredevils,299
501241,2011,Pune Warriors,Mumbai Indians,299
1426265,2024,Punjab Kings,Rajasthan Royals,299
1426290,2024,Gujarat Titans,Royal Challengers Bengaluru,299
829781,2015,Kolkata Knight Riders,Sunrisers Hyderabad,299
335993,2007/08,Chennai Super Kings,Kolkata Knight Riders,299
734043,2014,Kings XI Punjab,Kolkata Knight Riders,298
829709,2015,Kings XI Punjab,Rajasthan Royals,298
335991,2007/08,Kings XI Punjab,Mumbai Indians,298
392201,2009,Deccan Chargers,Delhi Daredevils,298
392227,2009,Chennai Super Kings,Mumbai Indians,298
392218,2009,Royal Challengers Bangalore,Mumbai Indians,298
1136613,2018,Rajasthan Royals,Royal Challengers Bangalore,298
1178393,2019,Chennai Super Kings,Kings XI Punjab,298
1136567,2018,Mumbai Indians,Sunrisers Hyderabad,298
1082598,2017,Kings XI Punjab,Royal Challengers Bangalore,298
1181767,2019,Delhi Capitals,Chennai Super Kings,298
1359500,2023,Lucknow Super Giants,Rajasthan Royals,298
729299,2014,Royal Challengers Bangalore,Kolkata Knight Riders,298
734003,2014,Chennai Super Kings,Rajasthan Royals,297
1254064,2021,Delhi Capitals,Rajasthan Royals,297
501252,2011,Rajasthan Royals,Royal Challengers Bangalore,297
1216526,2020/21,Kolkata Knight Riders,Mumbai Indians,297
1181768,2019,Mumbai Indians,Chennai Super Kings,297
1175360,2019,Delhi Capitals,Chennai Super Kings,297
336027,2007/08,Kolkata Knight Riders,Rajasthan Royals,297
980983,2016,Sunrisers Hyderabad,Delhi Daredevils,296
501240,2011,Chennai Super Kings,Rajasthan Royals,296
1304087,2022,Kolkata Knight Riders,Delhi Capitals,296
1178409,2019,Mumbai Indians,Delhi Capitals,296
1426298,2024,Kolkata Knight Riders,Mumbai Indians,296
598004,2013,Sunrisers Hyderabad,Royal Challengers Bangalore,295
392238,2009,Royal Challengers Bangalore,Chennai Super Kings,295
501242,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,295
548365,2012,Rajasthan Royals,Pune Warriors,295
1082607,2017,Royal Challengers Bangalore,Rising Pune Supergiant,295
1216544,2020/21,Royal Challengers Bangalore,Chennai Super Kings,295
336037,2007/08,Deccan Chargers,Chennai Super Kings,295
336004,2007/08,Mumbai Indians,Delhi Daredevils,295
501237,2011,Mumbai Indians,Kings XI Punjab,295
501269,2011,Mumbai Indians,Kolkata Knight Riders,295
548310,2012,Royal Challengers Bangalore,Delhi Daredevils,294
598015,2013,Chennai Super Kings,Pune Warriors,294
829751,2015,Mumbai Indians,Sunrisers Hyderabad,294
548337,2012,Pune Warriors,Delhi Daredevils,294
1254062,2021,Mumbai Indians,Kolkata Knight Riders,294
548332,2012,Chennai Super Kings,Rajasthan Royals,293
548353,2012,Kolkata Knight Riders,Pune Warriors,293
419138,2009/10,Mumbai Indians,Deccan Chargers,293
598009,2013,Pune Warriors,Rajasthan Royals,293
501261,2011,Chennai Super Kings,Kochi Tuskers Kerala,293
1422139,2024,Lucknow Super Giants,Gujarat Titans,293
829739,2015,Delhi Daredevils,Kolkata Knight Riders,293
1254104,2021,Chennai Super Kings,Mumbai Indians,292
1254063,2021,Royal Challengers Bangalore,Sunrisers Hyderabad,292
336007,2007/08,Chennai Super Kings,Deccan Chargers,292
598052,2013,Kings XI Punjab,Rajasthan Royals,292
598038,2013,Pune Warriors,Chennai Super Kings,291
1136588,2018,Sunrisers Hyderabad,Rajasthan Royals,291
729281,2014,Delhi Daredevils,Royal Challengers Bangalore,291
419121,2009/10,Chennai Super Kings,Kings XI Punjab,291
1359535,2023,Chennai Super Kings,Kolkata Knight Riders,291
336036,2007/08,Rajasthan Royals,Mumbai Indians,291
729311,2014,Sunrisers Hyderabad,Chennai Super Kings,291
980917,2016,Mumbai Indians,Gujarat Lions,290
598032,2013,Rajasthan Royals,Sunrisers Hyderabad,290
1136612,2018,Delhi Daredevils,Chennai Super Kings,290
392198,2009,Delhi Daredevils,Rajasthan Royals,290
392202,2009,Chennai Super Kings,Rajasthan Royals,290
829819,2015,Royal Challengers Bangalore,Rajasthan Royals,289
419151,2009/10,Deccan Chargers,Royal Challengers Bangalore,289
1426286,2024,Mumbai Indians,Lucknow Super Giants,289
1426303,2024,Rajasthan Royals,Punjab Kings,289
980935,2016,Sunrisers Hyderabad,Kings XI Punjab,289
392225,2009,Mumbai Indians,Rajasthan Royals,288
1359488,2023,Punjab Kings,Sunrisers Hyderabad,288
548315,2012,Royal Challengers Bangalore,Kolkata Knight Riders,288
734015,2014,Sunrisers Hyderabad,Kolkata Knight Riders,288
419108,2009/10,Kings XI Punjab,Delhi Daredevils,288
980915,2016,Sunrisers Hyderabad,Kolkata Knight Riders,288
1426275,2024,Punjab Kings,Gujarat Titans,288
1304094,2022,Gujarat Titans,Punjab Kings,288
598002,2013,Chennai Super Kings,Mumbai Indians,287
336016,2007/08,Kings XI Punjab,Royal Challengers Bangalore,287
1136599,2018,Sunrisers Hyderabad,Royal Challengers Bangalore,287
980923,2016,Sunrisers Hyderabad,Mumbai Indians,287
392203,2009,Kolkata Knight Riders,Mumbai Indians,287
1216545,2020/21,Sunrisers Hyderabad,Kolkata Knight Riders,287
1254066,2021,Mumbai Indians,Sunrisers Hyderabad,287
501235,2011,Rajasthan Royals,Pune Warriors,287
1082602,2017,Royal Challengers Bangalore,Mumbai Indians,287
829753,2015,Chennai Super Kings,Kings XI Punjab,287
1136609,2018,Rajasthan Royals,Kolkata Knight Riders,287
548374,2012,Kings XI Punjab,Delhi Daredevils,286
501228,2011,Pune Warriors,Chennai Super Kings,286
1304088,2022,Lucknow Super Giants,Punjab Kings,286
1426299,2024,Rajasthan Royals,Chennai Super Kings,286
392230,2009,Delhi Daredevils,Rajasthan Royals,286
980955,2016,Gujarat Lions,Kings XI Punjab,285
335988,2007/08,Deccan Chargers,Delhi Daredevils,285
548349,2012,Rajasthan Royals,Delhi Daredevils,285
598058,2013,Rajasthan Royals,Chennai Super Kings,285
729279,2014,Mumbai Indians,Kolkata Knight Riders,285
1082634,2017,Sunrisers Hyderabad,Rising Pune Supergiant,284
392205,2009,Deccan Chargers,Rajasthan Royals,283
1370351,2023,Mumbai Indians,Lucknow Super Giants,283
729303,2014,Chennai Super Kings,Mumbai Indians,283
419111,2009/10,Rajasthan Royals,Delhi Daredevils,283
501205,2011,Royal Challengers Bangalore,Mumbai Indians,283
548360,2012,Mumbai Indians,Royal Challengers Bangalore,283
734009,2014,Kolkata Knight Riders,Mumbai Indians,283
392197,2009,Kolkata Knight Riders,Mumbai Indians,282
419153,2009/10,Chennai Super Kings,Kolkata Knight Riders,282
1136582,2018,Kings XI Punjab,Delhi Daredevils,282
392199,2009,Royal Challengers Bangalore,Kolkata Knight Riders,282
392204,2009,Royal Challengers Bangalore,Kings XI Punjab,282
392217,2009,Chennai Super Kings,Rajasthan Royals,281
336011,2007/08,Rajasthan Royals,Deccan Chargers,281
1359508,2023,Delhi Capitals,Sunrisers Hyderabad,281
501238,2011,Delhi Daredevils,Kochi Tuskers Kerala,281
392239,2009,Royal Challengers Bangalore,Deccan Chargers,280
734013,2014,Chennai Super Kings,Royal Challengers Bangalore,280
548314,2012,Deccan Chargers,Mumbai Indians,280
829759,2015,Kings XI Punjab,Sunrisers Hyderabad,280
419160,2009/10,Delhi Daredevils,Deccan Chargers,279
501230,2011,Delhi Daredevils,Kolkata Knight Riders,279
980925,2016,Kings XI Punjab,Kolkata Knight Riders,279
829821,2015,Chennai Super Kings,Royal Challengers Bangalore,279
548347,2012,Chennai Super Kings,Kolkata Knight Riders,279
1136617,2018,Sunrisers Hyderabad,Chennai Super Kings,279
392220,2009,Deccan Chargers,Rajasthan Royals,279
1359523,2023,Mumbai Indians,Chennai Super Kings,279
1178396,2019,Rajasthan Royals,Kolkata Knight Riders,279
336038,2007/08,Delhi Daredevils,Rajasthan Royals,279
1254095,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,278
1426260,2024,Kolkata Knight Riders,Chennai Super Kings,278
392209,2009,Chennai Super Kings,Deccan Chargers,278
501199,2011,Deccan Chargers,Rajasthan Royals,278
1304102,2022,Kolkata Knight Riders,Mumbai Indians,278
1082635,2017,Delhi Daredevils,Mumbai Indians,278
1304054,2022,Punjab Kings,Kolkata Knight Riders,278
1082638,2017,Sunrisers Hyderabad,Mumbai Indians,278
1178425,2019,Chennai Super Kings,Delhi Capitals,278
1136570,2018,Kolkata Knight Riders,Sunrisers Hyderabad,277
598007,2013,Kings XI Punjab,Chennai Super Kings,277
1254115,2021,Royal Challengers Bangalore,Kolkata Knight Riders,277
829743,2015,Sunrisers Hyderabad,Kolkata Knight Riders,277
1304099,2022,Lucknow Super Giants,Kolkata Knight Riders,277
981011,2016,Delhi Daredevils,Royal Challengers Bangalore,277
419147,2009/10,Deccan Chargers,Chennai Super Kings,277
501233,2011,Kochi Tuskers Kerala,Delhi Daredevils,276
1254108,2021,Royal Challengers Bangalore,Mumbai Indians,276
548369,2012,Delhi Daredevils,Kings XI Punjab,276
335997,2007/08,Kolkata Knight Riders,Mumbai Indians,275
1254097,2021,Delhi Capitals,Rajasthan Royals,275
1254070,2021,Mumbai Indians,Delhi Capitals,275
1254110,2021,Chennai Super Kings,Delhi Capitals,275
598050,2013,Mumbai Indians,Kolkata Knight Riders,275
1082596,2017,Sunrisers Hyderabad,Gujarat Lions,275
501259,2011,Pune Warriors,Deccan Chargers,274
598040,2013,Delhi Daredevils,Kolkata Knight Riders,273
419113,2009/10,Kolkata Knight Riders,Chennai Super Kings,273
598073,2013,Chennai Super Kings,Mumbai Indians,273
729297,2014,Rajasthan Royals,Chennai Super Kings,273
501250,2011,Deccan Chargers,Pune Warriors,273
1254091,2021,Sunrisers Hyderabad,Chennai Super Kings,273
1254105,2021,Sunrisers Hyderabad,Delhi Capitals,273
1254094,2021,Chennai Super Kings,Punjab Kings,273
335992,2007/08,Royal Challengers Bangalore,Rajasthan Royals,273
980929,2016,Gujarat Lions,Sunrisers Hyderabad,272
829779,2015,Chennai Super Kings,Royal Challengers Bangalore,272
1254099,2021,Punjab Kings,Mumbai Indians,272
1359503,2023,Sunrisers Hyderabad,Chennai Super Kings,272
1254116,2021,Delhi Capitals,Kolkata Knight Riders,271
598019,2013,Rajasthan Royals,Mumbai Indians,271
419109,2009/10,Kolkata Knight Riders,Royal Challengers Bangalore,271
1178405,2019,Delhi Capitals,Sunrisers Hyderabad,271
392212,2009,Deccan Chargers,Mumbai Indians,271
1304108,2022,Chennai Super Kings,Gujarat Titans,270
980979,2016,Rising Pune Supergiants,Sunrisers Hyderabad,270
598056,2013,Kings XI Punjab,Sunrisers Hyderabad,270
1082614,2017,Mumbai Indians,Delhi Daredevils,270
1082621,2017,Royal Challengers Bangalore,Gujarat Lions,269
392232,2009,Royal Challengers Bangalore,Delhi Daredevils,269
598005,2013,Rajasthan Royals,Kolkata Knight Riders,269
1178408,2019,Chennai Super Kings,Sunrisers Hyderabad,269
980973,2016,Mumbai Indians,Sunrisers Hyderabad,269
548320,2012,Kolkata Knight Riders,Rajasthan Royals,268
729285,2014,Sunrisers Hyderabad,Rajasthan Royals,268
419161,2009/10,Kolkata Knight Riders,Mumbai Indians,268
1178431,2019,Kolkata Knight Riders,Mumbai Indians,267
392229,2009,Deccan Chargers,Kings XI Punjab,267
501263,2011,Mumbai Indians,Rajasthan Royals,267
1254075,2021,Kolkata Knight Riders,Rajasthan Royals,267
598071,2013,Rajasthan Royals,Sunrisers Hyderabad,267
548323,2012,Kolkata Knight Riders,Kings XI Punjab,266
392185,2009,Royal Challengers Bangalore,Chennai Super Kings,266
829765,2015,Chennai Super Kings,Kolkata Knight Riders,266
501215,2011,Kochi Tuskers Kerala,Chennai Super Kings,266
598043,2013,Kolkata Knight Riders,Rajasthan Royals,265
419158,2009/10,Kolkata Knight Riders,Rajasthan Royals,265
1178419,2019,Mumbai Indians,Chennai Super Kings,264
1304047,2022,Chennai Super Kings,Kolkata Knight Riders,264
829749,2015,Rajasthan Royals,Royal Challengers Bangalore,264
829809,2015,Kings XI Punjab,Chennai Super Kings,264
1181764,2019,Chennai Super Kings,Mumbai Indians,263
1359504,2023,Gujarat Titans,Lucknow Super Giants,263
1254074,2021,Mumbai Indians,Punjab Kings,263
1237178,2020/21,Royal Challengers Bangalore,Sunrisers Hyderabad,263
1312200,2022,Rajasthan Royals,Gujarat Titans,263
733971,2014,Chennai Super Kings,Kolkata Knight Riders,262
419154,2009/10,Rajasthan Royals,Royal Challengers Bangalore,262
598069,2013,Sunrisers Hyderabad,Kolkata Knight Riders,262
729293,2014,Chennai Super Kings,Delhi Daredevils,261
1254112,2021,Mumbai Indians,Delhi Capitals,261
335984,2007/08,Delhi Daredevils,Rajasthan Royals,261
392224,2009,Royal Challengers Bangalore,Chennai Super Kings,261
1175371,2019,Delhi Capitals,Sunrisers Hyderabad,260
